id,Umur,Premi,Lama_Berlangganan
84192,27.0,37764.0,146.0
84195,23.0,38927.0,65.0
84196,26.0,22750.0,45.0
84197,35.0,21372.0,44.0
84198,57.0,49870.0,235.0
84199,23.0,31392.0,288.0
84200,25.0,32647.0,16.0
84201,71.0,47854.0,250.0
84203,22.0,35785.0,54.0
84204,64.0,57549.0,254.0
84207,54.0,37378.0,174.0
84208,29.0,36196.0,296.0
84209,80.0,41105.0,276.0
84210,37.0,25765.0,162.0
84214,52.0,36704.0,214.0
84216,28.0,38834.0,167.0
84218,54.0,36760.0,56.0
84219,25.0,36941.0,273.0
84222,30.0,56190.0,221.0
84223,58.0,35728.0,197.0
84224,27.0,2630.0,272.0
84226,49.0,23846.0,186.0
84228,75.0,29314.0,182.0
84229,24.0,19557.0,111.0
84230,22.0,26384.0,81.0
84232,30.0,2630.0,93.0
84233,43.0,33773.0,171.0
84234,64.0,40155.0,31.0
84237,76.0,39638.0,251.0
84238,22.0,28150.0,33.0
84240,44.0,34447.0,136.0
84243,59.0,37767.0,144.0
84247,20.0,27319.0,135.0
84249,53.0,57543.0,250.0
84250,76.0,33492.0,235.0
84251,39.0,39571.0,282.0
84253,58.0,49141.0,283.0
84254,78.0,39726.0,68.0
84255,22.0,40550.0,211.0
84256,23.0,32381.0,16.0
84257,48.0,2630.0,191.0
84258,21.0,35847.0,37.0
84259,60.0,32080.0,135.0
84260,44.0,29797.0,106.0
84261,49.0,2630.0,269.0
84264,48.0,22770.0,133.0
84265,23.0,50240.0,79.0
84266,41.0,36822.0,99.0
84268,23.0,27889.0,40.0
84269,73.0,40748.0,125.0
84270,65.0,32450.0,157.0
84271,21.0,43579.0,132.0
84272,52.0,19428.0,278.0
84273,41.0,26023.0,29.0
84274,48.0,22949.0,296.0
84278,41.0,43336.0,231.0
84280,46.0,47751.0,233.0
84283,39.0,49274.0,235.0
84286,44.0,57223.0,157.0
84291,50.0,30786.0,149.0
84294,21.0,34442.0,275.0
84295,61.0,47248.0,35.0
84296,24.0,36272.0,144.0
84297,24.0,2630.0,59.0
84298,40.0,27999.0,14.0
84300,39.0,26356.0,292.0
84303,50.0,26188.0,156.0
84304,45.0,29446.0,117.0
84306,21.0,24131.0,144.0
84308,52.0,35511.0,114.0
84309,42.0,46951.0,280.0
84311,33.0,36875.0,15.0
84312,70.0,31853.0,146.0
84314,40.0,2630.0,16.0
84315,63.0,37667.0,171.0
84317,28.0,28568.0,72.0
84318,69.0,52528.0,236.0
84319,24.0,60045.0,94.0
84324,25.0,2630.0,128.0
84327,25.0,28916.0,215.0
84328,39.0,2630.0,224.0
84330,40.0,35934.0,111.0
84335,35.0,2630.0,175.0
84336,60.0,35264.0,168.0
84338,61.0,41257.0,128.0
84340,30.0,45575.0,23.0
84341,22.0,28950.0,133.0
84342,23.0,42901.0,99.0
84343,31.0,26031.0,123.0
84345,33.0,53644.0,118.0
84346,27.0,2630.0,148.0
84347,40.0,30183.0,24.0
84348,60.0,59342.0,31.0
84349,30.0,34218.0,107.0
84350,44.0,27996.0,165.0
84352,45.0,37298.0,266.0
84354,25.0,31721.0,84.0
84355,64.0,37125.0,254.0
84356,52.0,23870.0,161.0
84357,40.0,24961.0,236.0
84359,26.0,30840.0,192.0
84365,42.0,38990.0,207.0
84366,25.0,29572.0,18.0
84367,54.0,46927.0,87.0
84368,64.0,2630.0,203.0
84369,70.0,20743.0,41.0
84370,31.0,24101.0,116.0
84373,22.0,38907.0,289.0
84374,26.0,37135.0,69.0
84375,21.0,2630.0,63.0
84376,28.0,55321.0,206.0
84377,48.0,41244.0,198.0
84382,51.0,36921.0,52.0
84383,21.0,20202.0,99.0
84384,29.0,27516.0,157.0
84389,79.0,24326.0,10.0
84390,39.0,31366.0,182.0
84394,23.0,40372.0,242.0
84395,53.0,2630.0,234.0
84396,48.0,2630.0,105.0
84397,24.0,37343.0,14.0
84398,52.0,39442.0,95.0
84399,30.0,29374.0,124.0
84400,44.0,2630.0,220.0
84403,32.0,31388.0,233.0
84405,29.0,37153.0,170.0
84406,21.0,39259.0,174.0
84407,26.0,46238.0,114.0
84408,32.0,2630.0,183.0
84409,24.0,37769.0,146.0
84410,54.0,40993.0,107.0
84411,56.0,39380.0,25.0
84415,37.0,33064.0,291.0
84418,41.0,25084.0,52.0
84421,24.0,26304.0,262.0
84424,68.0,51179.0,71.0
84425,65.0,38508.0,126.0
84426,78.0,28486.0,246.0
84427,31.0,41011.0,172.0
84428,47.0,33477.0,234.0
84429,23.0,30102.0,242.0
84430,61.0,21691.0,154.0
84432,22.0,29805.0,209.0
84433,37.0,49484.0,13.0
84434,21.0,35536.0,83.0
84436,46.0,38607.0,64.0
84437,56.0,2630.0,240.0
84438,26.0,43935.0,179.0
84439,53.0,41807.0,31.0
84441,21.0,26030.0,159.0
84446,27.0,52188.0,172.0
84447,46.0,26768.0,167.0
84449,53.0,40863.0,222.0
84450,55.0,27960.0,194.0
84453,54.0,44750.0,56.0
84455,46.0,44326.0,37.0
84456,44.0,36381.0,149.0
84458,53.0,2630.0,107.0
84459,39.0,2630.0,103.0
84463,24.0,28802.0,127.0
84466,21.0,23196.0,246.0
84467,36.0,45344.0,147.0
84468,57.0,35586.0,137.0
84469,23.0,34620.0,219.0
84471,25.0,24914.0,247.0
84472,43.0,2630.0,233.0
84473,26.0,30969.0,140.0
84474,22.0,26897.0,75.0
84476,23.0,31732.0,268.0
84477,21.0,28629.0,190.0
84479,21.0,27664.0,34.0
84482,26.0,34173.0,297.0
84483,50.0,2630.0,253.0
84484,22.0,39400.0,20.0
84485,25.0,30577.0,98.0
84486,25.0,23666.0,188.0
84487,22.0,28525.0,34.0
84488,24.0,44600.0,39.0
84489,20.0,2630.0,221.0
84492,41.0,2630.0,170.0
84494,34.0,2630.0,76.0
84497,78.0,30879.0,15.0
84500,22.0,21589.0,127.0
84501,22.0,28195.0,114.0
84503,29.0,28471.0,37.0
84505,21.0,25459.0,83.0
84506,29.0,34373.0,140.0
84507,70.0,36858.0,78.0
84508,66.0,27534.0,258.0
84509,55.0,41308.0,268.0
84511,24.0,47081.0,114.0
84512,53.0,37038.0,52.0
84513,22.0,20932.0,267.0
84514,43.0,2630.0,110.0
84516,76.0,2630.0,227.0
84517,24.0,30449.0,50.0
84518,22.0,22855.0,198.0
84519,21.0,57616.0,19.0
84520,38.0,34418.0,37.0
84521,39.0,34198.0,169.0
84523,35.0,41412.0,187.0
84526,22.0,26384.0,51.0
84527,58.0,22968.0,274.0
84528,22.0,46104.0,99.0
84529,24.0,30263.0,276.0
84531,21.0,2630.0,122.0
84532,43.0,37770.0,14.0
84535,51.0,31971.0,211.0
84536,43.0,23785.0,81.0
84539,25.0,2630.0,82.0
84540,43.0,33389.0,187.0
84541,25.0,16009.0,101.0
84542,63.0,35183.0,278.0
84543,37.0,24949.0,61.0
84545,40.0,34952.0,140.0
84547,28.0,2630.0,140.0
84548,24.0,36305.0,97.0
84549,45.0,33547.0,165.0
84550,27.0,29036.0,126.0
84554,51.0,35327.0,197.0
84555,57.0,34572.0,61.0
84557,23.0,25613.0,69.0
84559,25.0,32261.0,166.0
84560,46.0,28921.0,146.0
84561,23.0,33932.0,141.0
84563,23.0,38507.0,237.0
84565,34.0,37670.0,130.0
84566,32.0,54089.0,274.0
84567,41.0,20735.0,28.0
84568,42.0,36074.0,210.0
84570,65.0,60442.0,81.0
84571,30.0,25117.0,68.0
84572,36.0,31581.0,31.0
84574,25.0,43829.0,66.0
84575,38.0,30833.0,152.0
84578,59.0,57422.0,299.0
84579,30.0,34858.0,10.0
84582,45.0,2630.0,26.0
84583,44.0,46156.0,50.0
84584,24.0,23016.0,37.0
84585,48.0,30367.0,273.0
84588,65.0,45509.0,183.0
84589,45.0,2630.0,179.0
84592,24.0,43937.0,178.0
84593,32.0,53100.0,184.0
84594,24.0,35517.0,10.0
84596,51.0,39376.0,295.0
84597,46.0,56995.0,260.0
84598,23.0,29135.0,57.0
84600,30.0,2630.0,15.0
84603,22.0,56822.0,85.0
84604,78.0,28373.0,141.0
84605,39.0,40516.0,173.0
84606,21.0,30079.0,129.0
84607,50.0,24298.0,104.0
84608,54.0,56463.0,180.0
84609,27.0,29807.0,123.0
84610,55.0,29839.0,178.0
84611,20.0,38608.0,190.0
84614,25.0,44338.0,123.0
84615,45.0,22974.0,242.0
84617,39.0,27525.0,94.0
84619,21.0,36726.0,296.0
84622,25.0,30607.0,59.0
84623,61.0,31039.0,23.0
84625,71.0,45176.0,16.0
84626,22.0,25815.0,26.0
84628,49.0,40088.0,272.0
84629,23.0,43734.0,190.0
84632,25.0,30590.0,101.0
84633,26.0,2630.0,288.0
84635,24.0,2630.0,172.0
84636,33.0,49802.0,154.0
84638,53.0,2630.0,205.0
84643,21.0,38093.0,40.0
84644,22.0,60157.0,151.0
84648,30.0,27388.0,27.0
84651,25.0,24723.0,112.0
84652,54.0,50108.0,21.0
84655,60.0,46131.0,229.0
84656,40.0,2630.0,138.0
84658,21.0,39203.0,15.0
84659,26.0,2630.0,71.0
84660,42.0,40940.0,282.0
84661,22.0,2630.0,139.0
84662,23.0,52177.0,80.0
84663,39.0,47028.0,31.0
84664,30.0,34184.0,157.0
84665,48.0,30847.0,137.0
84666,45.0,35499.0,209.0
84668,49.0,34221.0,96.0
84670,30.0,2630.0,200.0
84671,45.0,38791.0,174.0
84673,26.0,55026.0,49.0
84674,21.0,26444.0,210.0
84675,68.0,46930.0,98.0
84676,25.0,32577.0,176.0
84679,29.0,2630.0,161.0
84680,61.0,28341.0,175.0
84681,46.0,37907.0,226.0
84684,29.0,40071.0,100.0
84686,25.0,39607.0,185.0
84687,35.0,2630.0,198.0
84688,23.0,23816.0,74.0
84691,47.0,44926.0,146.0
84692,80.0,28678.0,132.0
84693,43.0,44027.0,46.0
84695,26.0,25943.0,226.0
84696,30.0,27322.0,154.0
84698,22.0,29086.0,125.0
84701,38.0,29506.0,68.0
84702,44.0,24989.0,155.0
84704,53.0,2630.0,25.0
84706,66.0,31550.0,107.0
84707,54.0,42461.0,77.0
84708,45.0,2630.0,152.0
84710,28.0,26493.0,30.0
84711,25.0,33344.0,10.0
84712,68.0,29597.0,72.0
84717,27.0,24140.0,214.0
84722,25.0,2630.0,207.0
84724,59.0,33912.0,73.0
84727,22.0,37552.0,150.0
84728,42.0,35393.0,85.0
84731,41.0,29302.0,229.0
84734,22.0,28811.0,149.0
84735,32.0,2630.0,254.0
84737,73.0,35604.0,254.0
84740,22.0,27440.0,94.0
84741,69.0,41880.0,162.0
84745,25.0,16665.0,177.0
84746,52.0,42139.0,116.0
84747,42.0,33028.0,64.0
84749,48.0,51198.0,186.0
84751,66.0,38255.0,264.0
84753,74.0,50012.0,247.0
84754,22.0,39758.0,83.0
84756,41.0,2630.0,175.0
84758,42.0,27858.0,252.0
84763,28.0,24235.0,241.0
84768,27.0,38234.0,287.0
84769,24.0,28717.0,30.0
84770,49.0,43725.0,83.0
84771,54.0,37081.0,124.0
84772,63.0,34087.0,196.0
84773,35.0,2630.0,156.0
84775,25.0,27437.0,37.0
84779,44.0,38086.0,79.0
84780,24.0,56434.0,256.0
84781,23.0,2630.0,281.0
84782,46.0,56368.0,184.0
84783,66.0,38544.0,31.0
84785,54.0,44907.0,101.0
84788,22.0,20841.0,119.0
84789,48.0,23030.0,287.0
84790,49.0,2630.0,86.0
84791,26.0,2630.0,277.0
84792,32.0,23129.0,54.0
84793,21.0,30024.0,45.0
84795,35.0,37925.0,148.0
84797,45.0,2630.0,147.0
84798,41.0,24082.0,258.0
84800,79.0,2630.0,250.0
84801,46.0,32907.0,109.0
84803,35.0,30756.0,105.0
84804,30.0,28523.0,195.0
84805,39.0,37873.0,81.0
84807,30.0,2630.0,244.0
84809,51.0,2630.0,273.0
84810,46.0,29062.0,295.0
84811,39.0,28349.0,53.0
84814,24.0,22277.0,26.0
84815,21.0,22940.0,161.0
84816,31.0,23993.0,153.0
84818,23.0,27437.0,216.0
84820,22.0,26556.0,32.0
84822,62.0,2630.0,158.0
84823,22.0,24845.0,177.0
84834,35.0,31267.0,221.0
84835,48.0,30043.0,27.0
84836,70.0,2630.0,131.0
84837,46.0,25879.0,192.0
84838,25.0,22819.0,66.0
84839,26.0,29390.0,105.0
84840,43.0,43804.0,47.0
84841,58.0,2630.0,156.0
84842,40.0,38988.0,135.0
84844,26.0,2630.0,254.0
84845,21.0,2630.0,201.0
84848,76.0,2630.0,74.0
84849,49.0,50583.0,250.0
84850,40.0,2630.0,148.0
84852,47.0,55826.0,17.0
84857,23.0,2630.0,142.0
84860,39.0,22664.0,77.0
84864,62.0,33981.0,69.0
84868,46.0,36997.0,296.0
84869,75.0,18084.0,47.0
84870,23.0,2630.0,226.0
84871,50.0,36636.0,188.0
84873,22.0,52358.0,86.0
84874,46.0,34069.0,235.0
84875,67.0,61691.0,22.0
84876,23.0,27246.0,103.0
84878,27.0,26993.0,156.0
84880,31.0,28108.0,77.0
84882,50.0,2630.0,211.0
84883,45.0,35491.0,298.0
84885,24.0,32995.0,248.0
84886,25.0,2630.0,168.0
84887,58.0,2630.0,250.0
84888,23.0,46624.0,248.0
84891,47.0,28961.0,110.0
84893,35.0,2630.0,296.0
84896,29.0,13818.0,48.0
84899,40.0,55555.0,155.0
84900,42.0,22295.0,214.0
84901,25.0,31402.0,115.0
84903,49.0,28772.0,81.0
84904,52.0,31491.0,157.0
84906,49.0,34871.0,244.0
84909,29.0,54433.0,90.0
84910,25.0,24656.0,213.0
84911,34.0,26812.0,108.0
84914,23.0,36002.0,246.0
84915,64.0,26892.0,102.0
84916,44.0,39407.0,291.0
84917,23.0,27416.0,254.0
84919,27.0,53725.0,247.0
84922,42.0,29382.0,252.0
84928,57.0,2630.0,108.0
84932,62.0,38873.0,159.0
84934,66.0,2630.0,240.0
84937,71.0,19911.0,165.0
84941,62.0,2630.0,284.0
84942,21.0,2630.0,168.0
84943,31.0,33329.0,215.0
84944,63.0,2630.0,142.0
84945,44.0,26813.0,130.0
84947,43.0,37764.0,272.0
84948,41.0,34628.0,168.0
84949,22.0,39075.0,154.0
84950,54.0,24072.0,257.0
84951,22.0,2630.0,245.0
84954,65.0,34062.0,89.0
84956,53.0,38528.0,246.0
84957,47.0,33813.0,69.0
84958,25.0,33909.0,106.0
84959,46.0,2630.0,218.0
84960,45.0,2630.0,165.0
84962,41.0,31043.0,226.0
84964,35.0,32393.0,115.0
84965,50.0,27659.0,25.0
84966,24.0,26276.0,139.0
84967,78.0,2630.0,46.0
84968,54.0,37863.0,35.0
84971,65.0,38706.0,275.0
84972,20.0,30747.0,84.0
84973,42.0,2630.0,16.0
84975,58.0,37974.0,15.0
84977,24.0,35946.0,143.0
84979,24.0,54566.0,214.0
84981,46.0,23875.0,197.0
84982,58.0,2630.0,70.0
84984,32.0,2630.0,245.0
84985,24.0,29461.0,125.0
84986,25.0,23365.0,282.0
84987,74.0,44267.0,210.0
84989,44.0,37592.0,76.0
84990,48.0,2630.0,170.0
84991,50.0,35474.0,54.0
84994,25.0,32298.0,53.0
84995,43.0,28613.0,86.0
84997,23.0,25380.0,241.0
84998,37.0,26176.0,162.0
84999,79.0,57324.0,260.0
85000,26.0,40714.0,241.0
85001,32.0,37137.0,97.0
85002,58.0,2630.0,281.0
85004,62.0,43189.0,142.0
85005,68.0,34634.0,181.0
85006,39.0,24288.0,154.0
85010,43.0,26884.0,122.0
85011,24.0,2630.0,180.0
85012,23.0,29938.0,124.0
85013,46.0,31486.0,28.0
85014,23.0,29395.0,30.0
85016,71.0,29173.0,196.0
85021,29.0,26764.0,85.0
85023,29.0,47421.0,251.0
85027,38.0,45317.0,141.0
85032,21.0,24093.0,110.0
85033,39.0,2630.0,211.0
85034,52.0,40196.0,177.0
85036,22.0,54647.0,197.0
85037,52.0,31969.0,131.0
85038,51.0,34974.0,37.0
85040,25.0,41262.0,287.0
85042,29.0,31151.0,153.0
85043,69.0,26797.0,183.0
85045,21.0,48036.0,215.0
85047,21.0,40593.0,95.0
85048,65.0,38428.0,133.0
85050,25.0,28921.0,187.0
85051,22.0,23671.0,245.0
85052,36.0,2630.0,125.0
85053,36.0,45867.0,166.0
85054,26.0,34781.0,271.0
85055,23.0,29795.0,178.0
85058,25.0,25108.0,47.0
85060,30.0,27539.0,254.0
85061,45.0,28386.0,278.0
85062,24.0,40977.0,249.0
85063,48.0,2630.0,244.0
85064,55.0,32100.0,39.0
85066,33.0,2630.0,161.0
85067,46.0,38161.0,143.0
85068,44.0,30736.0,213.0
85070,77.0,39444.0,186.0
85077,22.0,36003.0,217.0
85078,40.0,2630.0,33.0
85082,49.0,50140.0,289.0
85083,24.0,24655.0,77.0
85085,25.0,37320.0,11.0
85086,62.0,49065.0,190.0
85087,33.0,30550.0,12.0
85088,46.0,2630.0,104.0
85089,26.0,48104.0,126.0
85091,67.0,32545.0,45.0
85092,34.0,35985.0,36.0
85093,73.0,2630.0,38.0
85095,23.0,22482.0,12.0
85098,47.0,35320.0,100.0
85099,33.0,2630.0,269.0
85105,25.0,44163.0,200.0
85107,46.0,48539.0,289.0
85108,28.0,14312.0,230.0
85110,23.0,2630.0,140.0
85114,64.0,60569.0,145.0
85116,63.0,53849.0,120.0
85117,28.0,48025.0,126.0
85119,27.0,30882.0,278.0
85120,20.0,45712.0,159.0
85122,24.0,59777.0,249.0
85123,38.0,42220.0,35.0
85125,74.0,2630.0,157.0
85127,21.0,39333.0,43.0
85128,28.0,2630.0,268.0
85129,51.0,47303.0,52.0
85135,25.0,35903.0,44.0
85136,46.0,57886.0,280.0
85137,49.0,46220.0,246.0
85138,27.0,27622.0,217.0
85139,23.0,2630.0,143.0
85141,41.0,54238.0,34.0
85143,43.0,33483.0,145.0
85144,52.0,36532.0,198.0
85145,22.0,2630.0,298.0
85146,26.0,38277.0,288.0
85147,43.0,41701.0,47.0
85149,23.0,28869.0,71.0
85150,71.0,47261.0,78.0
85151,57.0,28217.0,205.0
85154,39.0,37364.0,170.0
85157,42.0,23804.0,144.0
85158,23.0,16519.0,206.0
85160,26.0,41452.0,199.0
85162,23.0,24820.0,237.0
85163,46.0,2630.0,101.0
85166,30.0,26767.0,40.0
85167,23.0,26368.0,267.0
85169,59.0,46116.0,254.0
85170,46.0,27353.0,132.0
85171,26.0,26034.0,222.0
85173,28.0,2630.0,225.0
85174,21.0,23674.0,210.0
85176,26.0,30891.0,293.0
85177,43.0,43229.0,82.0
85178,58.0,46897.0,131.0
85179,35.0,22806.0,254.0
85181,50.0,37273.0,75.0
85186,46.0,48900.0,97.0
85187,42.0,20886.0,142.0
85188,26.0,34847.0,189.0
85189,37.0,2630.0,234.0
85190,49.0,61292.0,119.0
85191,26.0,36219.0,83.0
85192,24.0,22709.0,265.0
85193,51.0,37077.0,160.0
85195,53.0,2630.0,252.0
85199,50.0,32662.0,291.0
85200,60.0,2630.0,68.0
85201,26.0,2630.0,161.0
85202,73.0,60340.0,11.0
85203,29.0,28953.0,22.0
85204,52.0,2630.0,61.0
85205,24.0,24411.0,182.0
85207,25.0,29512.0,25.0
85209,27.0,22455.0,148.0
85210,38.0,27806.0,76.0
85212,40.0,57495.0,285.0
85214,27.0,39194.0,104.0
85216,27.0,43098.0,36.0
85217,21.0,24237.0,187.0
85218,22.0,33096.0,225.0
85219,36.0,25681.0,110.0
85221,20.0,34193.0,92.0
85222,49.0,2630.0,275.0
85223,52.0,38135.0,124.0
85228,27.0,22078.0,271.0
85229,27.0,60460.0,78.0
85231,23.0,34288.0,153.0
85233,60.0,23329.0,81.0
85237,73.0,33085.0,87.0
85243,29.0,2630.0,222.0
85244,42.0,28734.0,74.0
85245,27.0,39896.0,143.0
85246,32.0,49494.0,72.0
85247,21.0,35387.0,209.0
85252,45.0,39165.0,166.0
85254,39.0,43882.0,133.0
85256,51.0,55119.0,106.0
85257,24.0,35777.0,295.0
85258,24.0,35427.0,21.0
85259,62.0,34282.0,34.0
85261,52.0,32598.0,171.0
85262,45.0,2630.0,152.0
85263,27.0,28632.0,274.0
85264,26.0,31217.0,245.0
85267,23.0,29571.0,169.0
85271,33.0,2630.0,279.0
85274,24.0,33836.0,152.0
85275,31.0,46565.0,56.0
85276,42.0,44116.0,51.0
85277,65.0,31494.0,23.0
85279,33.0,42869.0,147.0
85281,48.0,32561.0,125.0
85282,21.0,32149.0,204.0
85283,42.0,26229.0,75.0
85284,51.0,2630.0,20.0
85285,31.0,40868.0,147.0
85286,24.0,29442.0,131.0
85287,49.0,2630.0,105.0
85288,25.0,2630.0,181.0
85290,23.0,28355.0,96.0
85293,25.0,2630.0,153.0
85294,24.0,47632.0,95.0
85297,30.0,2630.0,33.0
85298,22.0,33400.0,87.0
85303,40.0,2630.0,46.0
85304,42.0,24391.0,283.0
85305,47.0,36642.0,175.0
85308,25.0,27571.0,279.0
85311,53.0,43196.0,276.0
85315,25.0,28078.0,69.0
85316,25.0,22581.0,99.0
85319,22.0,23766.0,16.0
85321,55.0,23640.0,145.0
85323,41.0,2630.0,118.0
85326,24.0,28631.0,296.0
85328,62.0,29571.0,280.0
85329,26.0,61690.0,53.0
85332,80.0,40081.0,295.0
85333,56.0,42906.0,135.0
85335,78.0,46332.0,123.0
85337,25.0,31953.0,259.0
85338,22.0,29919.0,230.0
85339,62.0,39085.0,39.0
85341,21.0,26564.0,192.0
85343,20.0,29895.0,161.0
85344,29.0,34964.0,28.0
85345,23.0,25739.0,208.0
85348,67.0,48894.0,129.0
85349,24.0,40543.0,44.0
85350,21.0,30979.0,283.0
85351,26.0,38609.0,90.0
85352,23.0,26389.0,21.0
85353,34.0,23529.0,115.0
85354,53.0,2630.0,162.0
85355,29.0,36785.0,102.0
85358,58.0,41710.0,65.0
85359,68.0,32981.0,268.0
85361,38.0,2630.0,290.0
85363,24.0,34173.0,169.0
85366,42.0,29362.0,241.0
85369,44.0,26321.0,241.0
85371,22.0,47317.0,169.0
85373,22.0,23481.0,117.0
85374,62.0,31025.0,285.0
85376,28.0,38138.0,141.0
85377,21.0,2630.0,172.0
85378,71.0,37587.0,30.0
85380,30.0,35847.0,246.0
85381,55.0,27266.0,193.0
85382,26.0,2630.0,89.0
85384,26.0,22456.0,104.0
85385,63.0,31350.0,19.0
85386,24.0,25334.0,201.0
85388,35.0,18571.0,55.0
85389,50.0,2630.0,185.0
85390,68.0,29352.0,273.0
85391,41.0,52856.0,233.0
85392,37.0,2630.0,251.0
85398,50.0,23784.0,274.0
85399,21.0,2630.0,210.0
85403,25.0,39603.0,236.0
85404,68.0,32915.0,240.0
85405,40.0,34026.0,228.0
85406,21.0,31524.0,190.0
85407,24.0,39682.0,166.0
85408,43.0,33601.0,30.0
85409,25.0,35017.0,249.0
85410,52.0,36300.0,265.0
85411,21.0,43746.0,194.0
85412,47.0,34430.0,195.0
85413,29.0,42074.0,16.0
85414,25.0,46919.0,284.0
85417,57.0,43975.0,194.0
85420,46.0,29972.0,297.0
85421,35.0,33663.0,130.0
85422,41.0,2630.0,135.0
85423,25.0,36224.0,159.0
85425,25.0,33425.0,38.0
85426,22.0,31013.0,197.0
85428,33.0,30398.0,215.0
85429,43.0,34649.0,74.0
85430,51.0,31902.0,219.0
85431,41.0,59364.0,205.0
85432,35.0,27996.0,204.0
85433,24.0,18580.0,161.0
85434,22.0,32194.0,217.0
85436,53.0,28591.0,38.0
85437,25.0,31297.0,263.0
85438,46.0,39465.0,59.0
85439,25.0,27960.0,259.0
85441,25.0,33463.0,149.0
85442,48.0,40414.0,77.0
85445,40.0,44581.0,253.0
85446,24.0,43052.0,63.0
85448,51.0,40190.0,276.0
85449,24.0,31543.0,191.0
85450,52.0,29920.0,272.0
85451,64.0,2630.0,150.0
85452,27.0,35625.0,81.0
85453,54.0,24983.0,218.0
85454,23.0,47017.0,182.0
85455,77.0,2630.0,153.0
85456,23.0,37428.0,99.0
85458,23.0,48814.0,295.0
85459,23.0,27396.0,20.0
85462,45.0,2630.0,55.0
85463,48.0,42518.0,284.0
85464,69.0,42854.0,89.0
85466,28.0,24538.0,198.0
85467,41.0,44163.0,144.0
85468,22.0,38724.0,177.0
85469,24.0,28202.0,29.0
85470,36.0,39880.0,170.0
85471,43.0,37343.0,148.0
85472,23.0,28154.0,146.0
85473,29.0,28261.0,121.0
85474,22.0,37671.0,16.0
85475,60.0,46216.0,160.0
85476,64.0,45928.0,245.0
85477,26.0,58962.0,170.0
85478,38.0,29690.0,46.0
85480,28.0,2630.0,162.0
85481,24.0,28194.0,171.0
85482,24.0,2630.0,175.0
85483,25.0,37654.0,175.0
85486,46.0,33253.0,118.0
85487,24.0,36761.0,13.0
85489,26.0,38077.0,224.0
85490,52.0,47168.0,57.0
85491,25.0,2630.0,239.0
85493,25.0,28594.0,290.0
85495,38.0,49685.0,16.0
85496,20.0,53188.0,286.0
85497,58.0,36149.0,262.0
85498,20.0,2630.0,55.0
85501,63.0,30121.0,124.0
85505,71.0,50303.0,80.0
85506,25.0,36020.0,37.0
85508,25.0,36804.0,165.0
85511,26.0,42313.0,19.0
85515,63.0,46960.0,289.0
85516,35.0,51161.0,233.0
85517,35.0,2630.0,84.0
85518,35.0,2630.0,105.0
85520,42.0,2630.0,63.0
85521,77.0,30914.0,203.0
85522,56.0,36904.0,192.0
85523,24.0,28757.0,189.0
85525,62.0,33040.0,62.0
85526,34.0,28484.0,73.0
85527,43.0,38928.0,166.0
85528,62.0,37333.0,111.0
85534,35.0,47626.0,63.0
85536,49.0,32996.0,287.0
85537,52.0,17119.0,29.0
85538,75.0,60238.0,161.0
85539,65.0,2630.0,262.0
85540,51.0,24891.0,74.0
85541,66.0,39393.0,19.0
85542,29.0,2630.0,77.0
85543,22.0,49701.0,167.0
85544,28.0,30319.0,196.0
85545,23.0,36331.0,65.0
85546,53.0,38786.0,20.0
85548,24.0,45605.0,226.0
85552,48.0,15914.0,237.0
85553,47.0,42992.0,290.0
85558,40.0,2630.0,115.0
85559,38.0,44980.0,47.0
85561,21.0,57321.0,121.0
85565,23.0,28948.0,283.0
85567,23.0,43681.0,232.0
85570,24.0,30676.0,219.0
85571,43.0,20661.0,228.0
85573,53.0,2630.0,31.0
85575,23.0,44311.0,92.0
85577,42.0,2630.0,102.0
85578,26.0,31494.0,296.0
85581,57.0,44758.0,143.0
85582,32.0,30228.0,72.0
85583,66.0,2630.0,178.0
85584,23.0,33012.0,157.0
85585,25.0,34446.0,256.0
85591,57.0,48739.0,243.0
85592,52.0,30972.0,142.0
85594,77.0,40526.0,24.0
85595,35.0,2630.0,33.0
85597,27.0,33052.0,73.0
85598,55.0,31661.0,214.0
85600,31.0,29951.0,240.0
85602,21.0,43662.0,241.0
85603,74.0,2630.0,207.0
85608,69.0,2630.0,286.0
85609,47.0,31860.0,10.0
85610,20.0,23133.0,154.0
85611,25.0,42099.0,160.0
85615,37.0,2630.0,219.0
85618,22.0,2630.0,169.0
85619,51.0,48080.0,25.0
85620,22.0,27662.0,86.0
85622,50.0,34718.0,111.0
85623,52.0,50227.0,83.0
85625,25.0,24197.0,194.0
85627,22.0,29638.0,218.0
85628,28.0,45672.0,138.0
85629,20.0,37129.0,61.0
85631,50.0,51044.0,179.0
85633,57.0,23429.0,229.0
85634,50.0,2630.0,264.0
85638,44.0,40426.0,162.0
85640,21.0,35910.0,65.0
85642,27.0,20277.0,245.0
85645,22.0,32152.0,53.0
85647,23.0,25717.0,180.0
85648,26.0,2630.0,225.0
85649,40.0,32643.0,259.0
85651,36.0,32774.0,252.0
85652,25.0,27893.0,185.0
85653,45.0,37069.0,58.0
85654,27.0,2630.0,181.0
85658,25.0,32986.0,129.0
85660,41.0,35039.0,237.0
85662,34.0,2630.0,111.0
85663,53.0,2630.0,291.0
85665,45.0,38757.0,15.0
85666,26.0,31458.0,219.0
85667,22.0,42212.0,58.0
85670,27.0,22031.0,242.0
