id,Premi,Lama_Berlangganan
72615,18617.0,211.0
72616,58353.0,20.0
72617,33049.0,118.0
72618,2630.0,91.0
72619,34862.0,121.0
72620,40126.0,209.0
72621,32596.0,18.0
72624,54073.0,177.0
72625,27638.0,208.0
72626,33977.0,56.0
72627,22584.0,189.0
72628,28706.0,217.0
72629,38151.0,262.0
72631,25757.0,173.0
72632,2630.0,47.0
72633,2630.0,212.0
72634,31405.0,149.0
72635,28402.0,17.0
72637,29615.0,280.0
72642,33521.0,197.0
72644,27389.0,290.0
72645,22018.0,139.0
72647,26327.0,77.0
72651,32816.0,145.0
72652,38959.0,233.0
72654,2630.0,94.0
72659,34057.0,274.0
72660,2630.0,232.0
72661,29610.0,218.0
72662,33506.0,121.0
72663,44540.0,32.0
72668,47925.0,249.0
72669,41241.0,207.0
72672,2630.0,164.0
72673,41004.0,193.0
72674,43542.0,76.0
72675,29516.0,134.0
72677,35003.0,114.0
72678,36147.0,59.0
72680,38214.0,224.0
72681,2630.0,41.0
72682,52167.0,117.0
72683,2630.0,212.0
72685,44426.0,298.0
72686,43810.0,131.0
72688,23509.0,34.0
72689,40975.0,20.0
72690,2630.0,51.0
72692,48072.0,36.0
72694,36888.0,207.0
72695,37977.0,82.0
72699,32473.0,85.0
72700,31498.0,204.0
72702,28600.0,281.0
72703,33736.0,118.0
72704,2630.0,11.0
72709,36131.0,17.0
72711,39047.0,122.0
72712,42683.0,23.0
72718,37405.0,195.0
72719,37151.0,277.0
72721,45955.0,84.0
72722,35672.0,96.0
72723,48703.0,194.0
72724,33360.0,238.0
72726,37316.0,27.0
72727,30897.0,112.0
72728,54666.0,288.0
72729,37468.0,55.0
72730,2630.0,220.0
72731,32656.0,284.0
72732,23931.0,124.0
72733,33372.0,99.0
72734,27938.0,47.0
72735,2630.0,94.0
72736,27047.0,161.0
72737,2630.0,218.0
72738,2630.0,145.0
72739,2630.0,105.0
72741,49520.0,247.0
72743,39100.0,26.0
72744,33778.0,41.0
72745,2630.0,16.0
72746,36686.0,243.0
72747,27715.0,218.0
72749,2630.0,126.0
72750,2630.0,31.0
72751,31966.0,266.0
72752,28129.0,175.0
72753,29129.0,168.0
72754,24546.0,238.0
72757,24366.0,19.0
72758,2630.0,127.0
72760,38342.0,128.0
72761,27510.0,72.0
72762,23632.0,147.0
72763,21413.0,265.0
72764,2630.0,107.0
72765,24067.0,137.0
72766,22670.0,176.0
72767,28329.0,286.0
72768,31763.0,154.0
72770,32845.0,182.0
72771,37597.0,198.0
72773,55078.0,89.0
72775,29290.0,165.0
72776,42776.0,81.0
72777,26086.0,40.0
72784,47824.0,222.0
72785,51501.0,236.0
72786,24653.0,141.0
72787,29610.0,214.0
72789,2630.0,27.0
72791,38823.0,186.0
72792,35753.0,265.0
72796,2630.0,209.0
72797,40806.0,72.0
72800,36282.0,190.0
72802,34224.0,264.0
72804,28301.0,32.0
72805,38851.0,188.0
72808,2630.0,66.0
72809,35380.0,298.0
72810,29682.0,68.0
72811,2630.0,23.0
72813,23592.0,113.0
72815,2630.0,227.0
72816,54957.0,94.0
72817,42447.0,147.0
72818,26705.0,82.0
72820,27057.0,84.0
72821,41045.0,228.0
72823,26554.0,192.0
72824,26292.0,147.0
72825,28685.0,238.0
72826,30779.0,288.0
72827,50403.0,145.0
72830,19218.0,161.0
72832,38165.0,51.0
72834,2630.0,64.0
72837,23595.0,97.0
72838,2630.0,66.0
72839,61615.0,56.0
72840,30407.0,107.0
72841,22457.0,130.0
72842,2630.0,297.0
72845,2630.0,218.0
72847,39233.0,186.0
72848,44415.0,264.0
72850,2630.0,165.0
72851,2630.0,286.0
72852,2630.0,291.0
72854,26294.0,246.0
72855,2630.0,143.0
72856,21658.0,66.0
72857,2630.0,104.0
72861,32601.0,277.0
72863,26875.0,127.0
72865,41157.0,202.0
72866,29878.0,74.0
72867,29552.0,45.0
72868,53971.0,161.0
72870,27023.0,201.0
72871,40471.0,74.0
72872,40936.0,272.0
72874,23898.0,280.0
72875,61748.0,202.0
72876,2630.0,98.0
72877,33627.0,154.0
72879,29332.0,39.0
72881,32706.0,194.0
72882,29508.0,263.0
72883,29640.0,109.0
72884,41145.0,221.0
72885,41731.0,217.0
72886,28530.0,205.0
72887,24948.0,199.0
72890,35991.0,63.0
72891,26203.0,37.0
72892,35020.0,253.0
72893,27616.0,184.0
72898,26096.0,261.0
72899,33844.0,165.0
72904,48883.0,271.0
72905,34582.0,114.0
72907,33887.0,37.0
72910,34960.0,108.0
72911,2630.0,39.0
72916,22288.0,120.0
72918,26369.0,26.0
72919,24315.0,73.0
72921,36613.0,11.0
72923,36390.0,217.0
72925,2630.0,124.0
72926,28642.0,291.0
72927,40417.0,46.0
72928,2630.0,244.0
72932,31754.0,62.0
72936,29922.0,213.0
72938,2630.0,265.0
72940,27950.0,41.0
72941,25058.0,179.0
72942,2630.0,106.0
72944,26568.0,126.0
72945,32672.0,102.0
72947,41977.0,18.0
72949,55498.0,134.0
72951,38936.0,271.0
72952,37686.0,36.0
72953,33554.0,197.0
72954,30729.0,221.0
72955,54128.0,90.0
72956,40845.0,86.0
72957,29032.0,271.0
72959,34307.0,271.0
72961,26803.0,283.0
72962,30991.0,171.0
72965,39985.0,104.0
72968,40541.0,189.0
72970,29714.0,158.0
72971,41322.0,142.0
72973,33375.0,57.0
72974,2630.0,171.0
72975,2630.0,297.0
72981,31905.0,109.0
72982,40932.0,46.0
72983,49009.0,238.0
72984,35223.0,228.0
72985,41609.0,155.0
72986,27765.0,94.0
72987,41454.0,91.0
72990,2630.0,189.0
72991,29202.0,229.0
72994,2630.0,219.0
72995,34259.0,226.0
72996,35722.0,128.0
72998,45254.0,266.0
72999,2630.0,289.0
73000,31595.0,281.0
73001,40761.0,178.0
73002,31246.0,66.0
73003,2630.0,14.0
73004,43249.0,57.0
73005,38733.0,111.0
73006,34431.0,135.0
73007,22879.0,83.0
73008,32943.0,297.0
73010,2630.0,109.0
73013,40499.0,249.0
73014,45230.0,185.0
73015,43514.0,230.0
73016,22792.0,68.0
73018,40271.0,20.0
73019,53348.0,61.0
73020,2630.0,165.0
73021,24570.0,177.0
73022,39746.0,269.0
73024,2630.0,150.0
73025,32280.0,57.0
73026,42210.0,85.0
73027,32080.0,254.0
73028,35107.0,297.0
73029,23419.0,154.0
73030,24724.0,260.0
73031,37471.0,146.0
73032,33521.0,202.0
73033,41640.0,295.0
73034,43370.0,109.0
73035,43740.0,33.0
73040,42118.0,112.0
73044,29812.0,201.0
73046,32952.0,248.0
73048,34187.0,148.0
73049,24297.0,198.0
73050,45657.0,146.0
73051,2630.0,84.0
73053,33209.0,143.0
73054,21967.0,147.0
73055,36389.0,25.0
73056,2630.0,121.0
73057,2630.0,238.0
73058,39448.0,283.0
73059,33218.0,86.0
73060,21995.0,220.0
73063,20667.0,127.0
73064,2630.0,105.0
73065,38331.0,138.0
73066,2630.0,201.0
73068,2630.0,53.0
73069,28035.0,96.0
73070,31993.0,134.0
73071,41406.0,140.0
73072,39793.0,64.0
73074,27640.0,123.0
73075,30890.0,86.0
73076,43972.0,78.0
73077,33114.0,158.0
73078,39619.0,53.0
73080,2630.0,156.0
73082,27294.0,161.0
73083,27694.0,211.0
73084,39954.0,272.0
73088,35956.0,88.0
73089,2630.0,152.0
73090,60341.0,66.0
73091,31528.0,111.0
73092,36196.0,284.0
73093,31944.0,17.0
73095,35148.0,27.0
73097,25655.0,81.0
73098,39368.0,183.0
73100,33351.0,27.0
73102,2630.0,48.0
73106,30452.0,272.0
73107,28612.0,70.0
73108,35011.0,73.0
73109,2630.0,98.0
73110,2630.0,231.0
73115,38553.0,166.0
73117,35706.0,167.0
73118,2630.0,116.0
73119,47291.0,127.0
73120,22974.0,196.0
73121,53928.0,93.0
73122,32627.0,256.0
73124,24117.0,21.0
73127,30429.0,284.0
73128,33591.0,251.0
73129,28679.0,264.0
73134,29802.0,128.0
73135,44139.0,100.0
73139,31909.0,161.0
73140,34862.0,214.0
73141,28609.0,226.0
73143,2630.0,148.0
73144,29599.0,181.0
73145,34190.0,178.0
73149,27134.0,289.0
73152,29708.0,235.0
73154,34672.0,112.0
73155,34181.0,83.0
73157,2630.0,289.0
73158,37384.0,153.0
73161,29403.0,138.0
73162,40901.0,263.0
73163,30680.0,150.0
73164,35623.0,163.0
73165,2630.0,273.0
73166,29497.0,177.0
73169,35297.0,124.0
73174,2630.0,54.0
73175,2630.0,174.0
73179,41276.0,75.0
73180,24297.0,123.0
73181,34829.0,90.0
73182,2630.0,12.0
73184,2630.0,193.0
73185,2630.0,55.0
73187,40282.0,232.0
73188,60033.0,275.0
73191,2630.0,270.0
73193,25396.0,175.0
73195,47984.0,78.0
73196,42424.0,206.0
73198,2630.0,47.0
73199,29003.0,227.0
73201,21366.0,96.0
73202,43382.0,87.0
73203,24217.0,30.0
73207,31468.0,14.0
73208,18362.0,79.0
73216,29495.0,150.0
73217,27567.0,17.0
73219,35163.0,117.0
73221,31517.0,108.0
73223,32039.0,217.0
73225,35048.0,125.0
73226,26296.0,33.0
73228,49181.0,75.0
73233,17026.0,254.0
73234,2630.0,39.0
73235,24454.0,74.0
73236,26398.0,26.0
73238,32700.0,264.0
73239,39321.0,136.0
73241,36677.0,173.0
73245,26300.0,193.0
73248,29080.0,107.0
73249,2630.0,202.0
73250,20846.0,147.0
73252,2630.0,201.0
73254,31167.0,231.0
73256,33960.0,71.0
73258,49641.0,168.0
73260,50927.0,195.0
73261,21941.0,223.0
73265,16754.0,266.0
73266,38184.0,201.0
73268,37783.0,239.0
73269,2630.0,91.0
73270,2630.0,270.0
73273,30126.0,37.0
73274,36561.0,36.0
73278,2630.0,242.0
73279,42610.0,266.0
73281,35293.0,112.0
73282,46713.0,219.0
73284,32813.0,49.0
73287,40901.0,63.0
73288,33837.0,299.0
73289,28139.0,72.0
73290,25900.0,176.0
73292,2630.0,151.0
73294,23470.0,191.0
73296,23683.0,130.0
73298,43653.0,259.0
73300,26831.0,281.0
73301,28646.0,283.0
73302,41099.0,207.0
73303,2630.0,54.0
73305,2630.0,273.0
73306,2630.0,55.0
73307,32809.0,21.0
73309,59744.0,295.0
73310,30255.0,185.0
73312,55143.0,135.0
73317,34470.0,58.0
73320,22538.0,120.0
73321,39664.0,277.0
73323,59766.0,285.0
73326,22939.0,84.0
73327,21298.0,199.0
73328,24270.0,68.0
73329,29055.0,206.0
73330,49259.0,222.0
73333,33747.0,109.0
73336,2630.0,282.0
73337,2630.0,141.0
73340,2630.0,86.0
73342,24743.0,133.0
73344,2630.0,106.0
73345,56237.0,121.0
73346,2630.0,11.0
73347,31882.0,37.0
73348,25516.0,291.0
73349,2630.0,58.0
73350,29132.0,18.0
73351,32431.0,157.0
73355,40299.0,206.0
73356,42931.0,241.0
73358,2630.0,59.0
73361,25759.0,141.0
73363,19778.0,61.0
73365,2630.0,285.0
73366,44711.0,74.0
73367,26539.0,91.0
73369,35277.0,238.0
73370,33431.0,97.0
73374,56773.0,50.0
73375,21546.0,47.0
73376,29323.0,66.0
73377,39890.0,257.0
73379,53935.0,119.0
73383,2630.0,10.0
73384,31314.0,184.0
73385,2630.0,205.0
73386,35278.0,96.0
73393,38400.0,136.0
73394,37710.0,94.0
73395,29320.0,262.0
73397,35864.0,110.0
73398,50083.0,95.0
73399,32099.0,103.0
73400,31866.0,125.0
73401,38715.0,254.0
73403,23235.0,290.0
73404,2630.0,234.0
73406,33000.0,108.0
73408,2630.0,231.0
73410,51982.0,290.0
73411,23168.0,18.0
73412,2630.0,101.0
73413,2630.0,17.0
73414,29227.0,182.0
73415,2630.0,63.0
73417,36517.0,144.0
73419,30840.0,277.0
73420,2630.0,248.0
73422,35958.0,88.0
73423,28504.0,205.0
73426,2630.0,174.0
73428,2630.0,161.0
73429,30766.0,172.0
73432,2630.0,299.0
73433,47100.0,264.0
73434,32281.0,115.0
73435,2630.0,40.0
73437,2630.0,21.0
73438,30105.0,237.0
73439,42822.0,172.0
73440,29311.0,216.0
73442,52593.0,54.0
73443,35845.0,296.0
73444,2630.0,144.0
73446,44308.0,111.0
73447,27195.0,282.0
73448,2630.0,150.0
73449,44049.0,74.0
73450,2630.0,64.0
73455,23823.0,108.0
73457,28415.0,71.0
73461,2630.0,116.0
73468,2630.0,143.0
73469,36429.0,74.0
73470,2630.0,72.0
73471,28856.0,114.0
73472,56508.0,263.0
73473,28289.0,158.0
73474,28262.0,209.0
73476,21562.0,203.0
73477,28397.0,136.0
73480,44979.0,13.0
73481,47997.0,101.0
73483,44192.0,160.0
73484,34051.0,132.0
73485,36503.0,271.0
73486,33902.0,97.0
73487,46999.0,77.0
73492,29418.0,237.0
73495,55225.0,150.0
73497,28303.0,294.0
73498,46773.0,149.0
73499,26988.0,196.0
73500,41468.0,245.0
73502,49852.0,165.0
73503,26342.0,167.0
73505,29213.0,114.0
73508,32927.0,272.0
73510,30694.0,175.0
73519,24590.0,185.0
73520,30235.0,160.0
73521,42145.0,221.0
73522,44835.0,103.0
73524,52433.0,215.0
73525,34691.0,20.0
73526,38127.0,218.0
73527,37196.0,28.0
73528,29628.0,274.0
73529,29018.0,149.0
73531,31197.0,36.0
73533,2630.0,247.0
73534,36204.0,83.0
73535,27765.0,279.0
73537,57359.0,186.0
73538,2630.0,20.0
73539,34998.0,47.0
73540,40023.0,144.0
73542,2630.0,60.0
73543,54794.0,118.0
73544,2630.0,240.0
73548,25881.0,255.0
73549,42904.0,146.0
73552,33239.0,39.0
73553,42754.0,70.0
73555,2630.0,170.0
73556,25374.0,177.0
73558,26342.0,293.0
73559,30750.0,281.0
73560,36631.0,119.0
73561,35367.0,140.0
73562,29885.0,191.0
73563,32191.0,236.0
73564,28577.0,47.0
73565,29674.0,213.0
73567,31534.0,251.0
73568,24546.0,76.0
73572,59037.0,298.0
73574,39343.0,81.0
73576,2630.0,127.0
73577,35173.0,144.0
73578,33447.0,13.0
73581,40373.0,38.0
73583,38384.0,291.0
73587,33577.0,43.0
73589,51970.0,123.0
73592,25892.0,245.0
73594,49389.0,98.0
73595,40644.0,179.0
73596,37444.0,143.0
73597,17099.0,229.0
73598,23708.0,295.0
73599,29446.0,175.0
73600,2630.0,285.0
73601,30005.0,11.0
73602,23746.0,138.0
73603,41739.0,247.0
73604,41918.0,94.0
73605,31181.0,25.0
73606,29882.0,209.0
73608,50508.0,214.0
73609,40595.0,259.0
73610,30199.0,178.0
73614,29603.0,26.0
73615,40131.0,215.0
73617,33851.0,227.0
73618,32876.0,258.0
73621,39176.0,116.0
73623,58448.0,260.0
73624,25028.0,52.0
73630,59025.0,255.0
73633,37761.0,281.0
73634,2630.0,281.0
73635,37617.0,111.0
73636,40866.0,62.0
73637,30874.0,235.0
73638,2630.0,255.0
73639,27800.0,137.0
73640,26045.0,119.0
73641,2630.0,249.0
73642,31023.0,148.0
73645,27328.0,141.0
73646,26236.0,153.0
73647,37823.0,109.0
73648,2630.0,224.0
73649,47561.0,132.0
73650,31775.0,118.0
73652,30606.0,255.0
73653,35326.0,147.0
73654,25329.0,192.0
73656,2630.0,209.0
73657,28528.0,137.0
73658,19301.0,248.0
73660,32414.0,32.0
73662,19753.0,188.0
73663,27786.0,225.0
73666,2630.0,123.0
73668,37196.0,123.0
73669,50316.0,83.0
73670,32168.0,213.0
73671,2630.0,267.0
73673,39719.0,182.0
73675,22614.0,130.0
73677,19675.0,161.0
73678,28018.0,280.0
73680,26418.0,203.0
73682,24450.0,175.0
73684,30355.0,52.0
73686,32511.0,104.0
73688,45685.0,193.0
73689,33310.0,276.0
73690,29368.0,51.0
73693,2630.0,275.0
73696,43128.0,169.0
73697,2630.0,297.0
73698,26127.0,215.0
73699,33029.0,153.0
73701,26012.0,78.0
73704,41306.0,26.0
73706,2630.0,219.0
73708,29617.0,94.0
73709,28439.0,144.0
73714,42042.0,192.0
73715,41013.0,296.0
73717,29356.0,74.0
73718,35021.0,178.0
73720,42960.0,52.0
73722,26321.0,30.0
73723,28899.0,157.0
73725,34339.0,189.0
73726,36606.0,199.0
73727,37880.0,198.0
73728,21869.0,27.0
73730,27238.0,70.0
73733,25842.0,27.0
73734,33505.0,282.0
73736,2630.0,101.0
73738,46684.0,280.0
73739,27500.0,272.0
73740,24777.0,274.0
73741,37597.0,55.0
73743,44496.0,143.0
73746,48915.0,172.0
73748,34884.0,263.0
73752,43337.0,268.0
73755,22580.0,64.0
73757,48193.0,242.0
73760,2630.0,174.0
73762,52859.0,92.0
73763,27880.0,71.0
73764,2630.0,297.0
73765,39256.0,280.0
73767,29369.0,190.0
73768,47079.0,245.0
73769,20380.0,167.0
73771,42861.0,139.0
73772,2630.0,136.0
73774,41081.0,31.0
73776,26874.0,280.0
73777,39324.0,100.0
73778,37552.0,161.0
73779,29383.0,108.0
73780,48852.0,149.0
73784,35887.0,215.0
73787,38509.0,77.0
73788,2630.0,146.0
73790,45402.0,62.0
73792,37265.0,268.0
73793,2630.0,166.0
73794,32024.0,63.0
73795,24286.0,76.0
73797,36647.0,273.0
73798,42064.0,163.0
73800,32167.0,131.0
73801,2630.0,178.0
73802,20811.0,256.0
73805,51710.0,99.0
73806,44615.0,129.0
73807,31773.0,21.0
73809,36198.0,180.0
73810,2630.0,252.0
73813,2630.0,268.0
73817,2630.0,263.0
73822,18593.0,224.0
73823,49675.0,266.0
73824,2630.0,258.0
73825,2630.0,167.0
73826,61454.0,171.0
73827,19235.0,133.0
73828,34744.0,63.0
73830,2630.0,243.0
73832,41489.0,144.0
73833,26768.0,103.0
73836,44641.0,241.0
73837,24576.0,299.0
73838,37021.0,171.0
73839,42788.0,278.0
73841,2630.0,24.0
73843,42013.0,92.0
73844,27415.0,17.0
73847,29434.0,192.0
73848,2630.0,287.0
73849,2630.0,284.0
73850,48317.0,147.0
73851,31445.0,36.0
73852,29513.0,171.0
73853,27235.0,244.0
73854,29346.0,15.0
73856,25142.0,277.0
73857,2630.0,294.0
73859,54935.0,269.0
73860,2630.0,57.0
73862,29426.0,57.0
73863,29361.0,31.0
73865,25744.0,237.0
73866,2630.0,35.0
73868,23738.0,57.0
73871,32874.0,160.0
73872,2630.0,253.0
73874,2630.0,128.0
73875,35738.0,140.0
73877,33600.0,229.0
73879,2630.0,208.0
73880,35327.0,253.0
73881,36812.0,182.0
73882,25188.0,65.0
73883,26965.0,273.0
73884,31322.0,174.0
73886,2630.0,93.0
73887,31494.0,111.0
73890,22633.0,298.0
73892,29246.0,39.0
73894,28456.0,154.0
73895,26087.0,53.0
73896,2630.0,189.0
73897,28103.0,98.0
73903,24180.0,23.0
73905,22309.0,147.0
73907,24518.0,128.0
73908,37581.0,186.0
73910,26388.0,46.0
73911,43014.0,15.0
73913,16154.0,146.0
73915,24911.0,89.0
73918,39263.0,268.0
73919,23834.0,252.0
73922,36918.0,30.0
73923,2630.0,48.0
73924,38146.0,17.0
73928,38506.0,195.0
73930,25418.0,228.0
73931,31713.0,107.0
73933,32578.0,245.0
73934,61205.0,256.0
73936,48165.0,242.0
73938,44386.0,133.0
73939,33325.0,70.0
73942,27358.0,113.0
73943,49311.0,288.0
73947,38793.0,31.0
73948,28521.0,129.0
73950,35471.0,53.0
73951,35417.0,166.0
73954,36359.0,102.0
73955,34598.0,137.0
73957,21897.0,51.0
73958,46334.0,15.0
73959,38092.0,100.0
73960,29161.0,234.0
73963,40070.0,191.0
73971,52309.0,198.0
73972,2630.0,48.0
73974,22846.0,262.0
73977,33874.0,201.0
73978,54313.0,102.0
73980,41921.0,187.0
73981,47089.0,107.0
73982,31862.0,38.0
73985,33974.0,226.0
73987,29790.0,57.0
73988,26724.0,146.0
73989,2630.0,173.0
73990,2630.0,113.0
73994,24358.0,242.0
73995,31824.0,102.0
73996,49522.0,31.0
73998,36467.0,22.0
73999,41773.0,27.0
74001,27993.0,55.0
74003,35789.0,218.0
74004,27086.0,14.0
74005,33004.0,237.0
74009,2630.0,299.0
74010,48811.0,275.0
74011,32396.0,81.0
74012,2630.0,70.0
74013,34818.0,127.0
74015,25599.0,144.0
74017,52535.0,148.0
74018,32905.0,114.0
74019,41089.0,261.0
74022,40264.0,28.0
74026,28665.0,35.0
74027,45022.0,31.0
74028,32424.0,160.0
74033,35606.0,199.0
74035,22044.0,201.0
74038,22631.0,70.0
74039,28409.0,115.0
74040,34277.0,65.0
74041,39696.0,63.0
74042,52867.0,114.0
74044,2630.0,186.0
74045,27247.0,291.0
74046,2630.0,22.0
74050,39303.0,136.0
74053,26685.0,189.0
74056,27274.0,150.0
74058,58296.0,279.0
74059,33041.0,13.0
74060,53127.0,74.0
74062,46271.0,147.0
74064,28309.0,164.0
74065,23387.0,254.0
74067,49956.0,49.0
74069,45375.0,54.0
74070,2630.0,216.0
74071,46211.0,214.0
74072,30925.0,18.0
74074,26929.0,279.0
74075,47505.0,60.0
74076,2630.0,220.0
74077,26341.0,204.0
74078,39861.0,136.0
74080,2630.0,116.0
74081,2630.0,117.0
74082,22391.0,146.0
74083,49032.0,141.0
74084,24263.0,21.0
74085,2630.0,40.0
74087,2630.0,239.0
74088,40118.0,47.0
74090,42710.0,36.0
74091,44738.0,137.0
74092,2630.0,76.0
74093,41154.0,248.0
74097,34716.0,91.0
74098,25797.0,271.0
74101,26387.0,234.0
74103,28222.0,181.0
74104,28586.0,189.0
74105,31598.0,137.0
74106,20265.0,31.0
74109,25325.0,95.0
74112,2630.0,120.0
74115,24265.0,54.0
74116,36324.0,194.0
74118,2630.0,14.0
74119,36258.0,62.0
74120,2630.0,90.0
74121,36079.0,85.0
74122,41777.0,148.0
74125,25482.0,183.0
74126,57845.0,47.0
74128,36859.0,194.0
74129,42151.0,65.0
74131,2630.0,44.0
74134,39615.0,236.0
74135,2630.0,280.0
74136,53035.0,170.0
74137,32627.0,268.0
74140,41914.0,223.0
74141,47923.0,211.0
74142,24589.0,33.0
74144,26055.0,82.0
74145,38413.0,112.0
74147,37237.0,47.0
74148,30694.0,119.0
74149,30116.0,175.0
74151,2630.0,244.0
74153,46079.0,27.0
74157,31218.0,211.0
74158,30434.0,263.0
74159,36061.0,203.0
74161,34116.0,243.0
74162,61341.0,222.0
74164,42988.0,214.0
74167,30740.0,169.0
74168,25528.0,173.0
74169,38190.0,34.0
74172,29721.0,265.0
74175,25708.0,38.0
74176,23717.0,256.0
74178,28329.0,65.0
74179,53744.0,57.0
74181,25096.0,195.0
74182,44407.0,208.0
74183,2630.0,78.0
74184,42995.0,193.0
74185,33122.0,104.0
74187,2630.0,220.0
74188,2630.0,81.0
74189,31140.0,27.0
74190,37710.0,69.0
74193,2630.0,16.0
74195,33875.0,274.0
74196,28718.0,233.0
74201,2630.0,105.0
74203,26886.0,224.0
74204,31707.0,296.0
74205,34948.0,241.0
74207,47472.0,42.0
74208,56793.0,242.0
74211,29881.0,17.0
74212,49178.0,83.0
74213,31621.0,114.0
74216,37760.0,138.0
74225,33974.0,113.0
74228,31392.0,122.0
74230,38166.0,33.0
74232,23958.0,278.0
74233,2630.0,267.0
74237,27146.0,227.0
74247,28994.0,93.0
74248,28087.0,53.0
74249,38682.0,211.0
74252,36958.0,102.0
74253,2630.0,152.0
74254,31140.0,129.0
74257,35800.0,95.0
74259,51902.0,73.0
74260,31053.0,200.0
74261,36855.0,208.0
74262,32268.0,135.0
74263,31353.0,52.0
74264,29498.0,218.0
74266,49749.0,109.0
74267,2630.0,95.0
74268,30260.0,211.0
74270,33269.0,101.0
74271,43613.0,249.0
74277,2630.0,55.0
74281,27893.0,14.0
74282,27639.0,200.0
74284,38352.0,255.0
74285,44849.0,63.0
74286,32124.0,299.0
74290,50966.0,296.0
74291,2630.0,298.0
74292,32540.0,84.0
74297,39587.0,172.0
74298,37200.0,80.0
74302,53077.0,218.0
74304,25499.0,158.0
74305,2630.0,239.0
74311,21823.0,193.0
74312,2630.0,35.0
74314,21637.0,135.0
74315,2630.0,215.0
74316,43371.0,267.0
74318,37870.0,50.0
74321,45594.0,153.0
74323,27636.0,172.0
74324,25035.0,134.0
74327,22093.0,225.0
74331,51765.0,228.0
74332,59674.0,29.0
74335,40271.0,121.0
74336,42075.0,236.0
74337,2630.0,288.0
74338,25790.0,59.0
74339,33035.0,294.0
74340,23944.0,197.0
74342,22084.0,265.0
74345,25377.0,142.0
74346,31097.0,74.0
74347,33109.0,154.0
74349,28085.0,84.0
74350,29987.0,120.0
74352,2630.0,190.0
74354,2630.0,52.0
74357,38130.0,43.0
74358,32822.0,276.0
74360,40586.0,131.0
74362,33786.0,44.0
74363,34013.0,163.0
74365,45845.0,255.0
74367,30950.0,273.0
74369,37101.0,241.0
74370,37498.0,102.0
74371,20917.0,104.0
74372,24816.0,20.0
74377,41426.0,215.0
74381,54355.0,211.0
74382,34490.0,296.0
74384,17277.0,67.0
74386,29416.0,49.0
74387,30949.0,260.0
74388,39792.0,130.0
74391,31570.0,169.0
74392,30448.0,214.0
74399,53849.0,298.0
74402,32584.0,285.0
74404,25703.0,89.0
74406,35717.0,140.0
74408,36541.0,174.0
74413,30524.0,234.0
74414,2630.0,195.0
74415,27472.0,155.0
74416,37023.0,205.0
74418,30631.0,44.0
74422,35774.0,189.0
74423,38502.0,12.0
74425,22046.0,14.0
74426,2630.0,271.0
74427,24171.0,174.0
74428,28741.0,44.0
74429,31516.0,154.0
74431,43431.0,181.0
74432,22415.0,82.0
74433,29612.0,10.0
74434,52758.0,181.0
74437,2630.0,200.0
74438,35844.0,193.0
74439,24688.0,132.0
74445,28321.0,258.0
74446,38085.0,288.0
74447,34262.0,212.0
74450,38677.0,168.0
74451,27545.0,90.0
74452,28647.0,261.0
74453,41044.0,293.0
74455,31726.0,61.0
74456,40881.0,179.0
74457,25765.0,122.0
74458,52863.0,46.0
74460,38435.0,205.0
74462,2630.0,92.0
74463,2630.0,73.0
74464,22484.0,266.0
74465,2630.0,89.0
74466,2630.0,147.0
74471,2630.0,175.0
74473,28273.0,51.0
74474,30870.0,74.0
74475,2630.0,191.0
74477,33643.0,175.0
74478,2630.0,15.0
74479,36012.0,218.0
74481,24991.0,139.0
74482,31317.0,191.0
74483,2630.0,154.0
74484,31102.0,216.0
74486,2630.0,234.0
74491,2630.0,150.0
74492,28771.0,76.0
74496,39955.0,69.0
74498,42361.0,166.0
74500,44415.0,164.0
74501,39589.0,86.0
74502,43419.0,125.0
74503,2630.0,24.0
74506,24716.0,98.0
74508,33230.0,240.0
74510,20219.0,177.0
74511,30837.0,165.0
74512,2630.0,157.0
74513,49565.0,255.0
74516,25211.0,39.0
74517,23679.0,54.0
74518,2630.0,69.0
74520,25209.0,150.0
74521,34456.0,184.0
74522,24534.0,103.0
74523,24051.0,153.0
74524,25729.0,249.0
74527,33843.0,21.0
74528,29417.0,125.0
74529,30963.0,67.0
74531,23356.0,78.0
74534,42874.0,200.0
74537,24242.0,144.0
74538,36191.0,83.0
74539,29166.0,45.0
74541,2630.0,42.0
74542,42063.0,36.0
74544,34371.0,140.0
74545,2630.0,241.0
74546,28548.0,288.0
74549,41362.0,282.0
74551,36213.0,299.0
74553,31412.0,269.0
74554,29015.0,55.0
74555,49458.0,34.0
74556,29177.0,257.0
74557,30538.0,66.0
74558,22612.0,249.0
74559,29908.0,265.0
74562,30285.0,287.0
74563,41647.0,135.0
74565,24946.0,142.0
74566,49525.0,30.0
74569,2630.0,56.0
74571,32691.0,274.0
74573,33854.0,268.0
74574,46861.0,196.0
74575,37423.0,174.0
74579,2630.0,43.0
74581,2630.0,231.0
74583,34711.0,61.0
74585,37327.0,293.0
74586,47686.0,261.0
74588,24002.0,231.0
74591,28528.0,16.0
74593,30017.0,150.0
74594,40942.0,253.0
74595,32103.0,227.0
74596,40195.0,66.0
74599,23915.0,39.0
74600,32130.0,168.0
74601,26224.0,162.0
74602,50050.0,298.0
74603,32387.0,180.0
74605,31885.0,198.0
74606,2630.0,139.0
74608,60895.0,68.0
